,backword_bigrams,Freq
3724,ماتمیوں کے,1
3725,پر ماتمیوں,1
3726,سلسبیل ہے,1
3727,سبیل سلسبیل,1
3624,ہے ذلیل,1
3623,ذلیل ہوا,1
3619,غالب سا,1
3512,خشت کا,1
3514,دست پشت,1
3515,عجز دست,1
3516,و عجز,1
3517,قالب و,1
3518,آغوش قالب,1
3519,پر وداع,1
3521,سیل ہے,1
3522,سے سیل,1
3523,پیمانہ سے,1
3524,کس پیمانہ,1
3525,تعمیر کس,1
3526,کا تعمیر,1
3527,وحشت کا,1
3528,خواب وحشت,1
3529,عدم خواب,1
3530,شور عدم,1
3531,تماشا شور,1
3532,ہے تماشا,1
3533,جو اسدؔ,1
3534,مزہ جو,1
3535,جوہر مزہ,1
3536,نہیں جوہر,1
3537,آئینۂ نہیں,1
3538,تعبیر آئینۂ,1
3539,کا تعبیر,1
3513,پشت خشت,1
3511,کا نخچیر,1
3542,زمین کی,1
3510,نخچیر سے,1
3481,حلقہ ہر,1
3482,یاں حلقہ,1
3483,زنجیر یاں,1
3484,شوخیٔ کا,1
3485,نیرنگ شوخیٔ,1
3486,صید نیرنگ,1
3487,وحشت صید,1
3488,طاؤس وحشت,1
3489,ہے طاؤس,1
3490,دام ہے,1
3491,سبزہ دام,1
3492,میں سبزہ,1
3494,چمن پرواز,1
3495,تسخیر چمن,1
3496,کا تسخیر,1
3497,لذت کا,1
3499,ناز ایجاد,1
3500,افسون ناز,1
3501,عرض افسون,1
3502,ذوق عرض,1
3503,قتل ذوق,1
3504,نعل قتل,1
3505,آتش نعل,1
3506,میں آتش,1
3507,تیغ ہے,1
3540,غالب کا,1
3543,میں زمین,1
3617,تجھ شاعر,1
3583,غم شدتِ,1
3586,ایسے رکا,1
3587,پھردھڑکنےکاحوصلہ ایسے,1
3588,نہ پھردھڑکنےکاحوصلہ,1
3589,میرا ہوا,1
3590,قد میرا,1
3591,اور قد,1
3592,ہو اور,1
3594,اونچا گیا,1
3595,کھینچنے اونچا,1
3596,والوں کھینچنے,1
3597,سےگلا والوں,1
3598,نہ سےگلا,1
3599,ڈھونڈتےہو ہوا,1
3600,اسے ڈھونڈتےہو,1
3601,بتوں اسے,1
3602,میں بتوں,1
3604,ہاتھ کیا,1
3605,جو ہاتھ,1
3606,آئے جو,1
3608,خدا وہ,1
3609,نہ خدا,1
3610,یوں ہوا,1
3612,دنیا تو,1
3615,بہت ہیں,1
3616,شاعر بہت,1
3585,رکا دل,1
3582,شدتِ ہوا,1
3544,چند میں,1
3581,نہ خفا,1
3545,اشعار چند,1
3546,کہنے اشعار,1
3547,کی کہنے,1
3548,جسارت کی,1
3549,درد جسارت,1
3550,مِنت درد,1
3551,کشِ مِنت,1
3559,غالب ہوا,1
3560,میری غالب,1
3561,کاوش میری,1
3562,جس کاوش,1
3564,اخلاص میں,1
3565,کا اخلاص,1
3568,تعلق وہ,1
3569,بھی تعلق,1
3570,دیر بھی,1
3571,پا دیر,1
3572,نہ پا,1
3573,کبھی وہ,1
3574,دوست کبھی,1
3575,ہونہیں دوست,1
3576,سکتا ہونہیں,1
3577,جو سکتا,1
3579,تم کبھی,1
3580,خفا گر,1
4525,فرقتِ جنونِ,1
4526,یارانِ فرقتِ,1
4527,رفتہ یارانِ,1
5219,خیال آئینۂ,1
5205,تمنا ہر,1
5206,آبیارِ تمنا,1
5207,صد آبیارِ,1
5208,تمنا صد,1
5209,ہے تمنا,1
5210,تمثالِ ہے,1
5211,جلوہ تمثالِ,1
5212,عرض جلوہ,1
5213,کر عرض,1
5215,حسن اے,1
5216,کب حسن,1
5218,آئینۂ تلک,1
5222,کرے دیکھا,1
5303,ہے آگاہ,1
5224,عرضِ کوئی,1
5225,سر عرضِ,1
5226,شک سر,1
5227,پر شک,1
5228,فضائے ہے,1
5229,زمانہ فضائے,1
5230,تنگ زمانہ,1
5231,صحرا تنگ,1
5232,کہاں صحرا,1
5233,دعوتِ کہ,1
5234,دریا دعوتِ,1
5235,کرے دریا,1
5204,ہر گدازِ,1
5203,گدازِ آزادی,1
5202,آزادی امیدِ,1
5201,امیدِ رکھ,1
5172,میں یارب,1
5174,غریب کس,1
5175,کا غریب,1
5176,بختِ کا,1
5177,رمیدہ بختِ,1
5178,ہوں رمیدہ,1
5179,نگہہ ہوں,1
5180,معمارِ نگہہ,1
5181,حسرت معمارِ,1
5182,ہا حسرت,1
5183,چہ ہا,1
5184,آبادی چہ,1
5185,چہ آبادی,1
5186,ویرانی چہ,1
5187,کہ ویرانی,1
5188,مژگاں کہ,1
5189,جس مژگاں,1
5190,طرف جس,1
5191,وا طرف,1
5193,کف بہ,1
5194,دامانِ کف,1
5195,صحرا دامانِ,1
5196,ہے صحرا,1
5197,یاسِ اسد,1
5198,تمنا یاسِ,1
5236,وہ کوئی,1
5237,اپنے شوخ,1
5239,پہ حسن,1
5272,چراغانِ جوں,1
5274,صف دوالی,1
5275,بہ صف,1
5276,صف بہ,1
5277,جلتا صف,1
5278,شمع میں,1
5280,بزم تو,1
5282,پاؤں جا,1
5283,غالب پاؤں,1
5285,بے طرح,1
5286,محل بے,1
5287,اے محل,1
5288,مجلس اے,1
5289,آرائے مجلس,1
5290,نجف آرائے,1
5291,جلتا نجف,1
5292,آسایشِ ہے,1
5293,اربابِ آسایشِ,1
5294,غفلت اربابِ,1
5295,پر غفلت,1
5296,اسد پر,1
5297,پیچ اسد,1
5298,تابِ و,1
5299,دل تابِ,1
5300,نصیبِ دل,1
5301,خاطرِ نصیبِ,1
5273,دوالی چراغانِ,1
5271,جوں تن,1
5240,مغرور پہ,1
5270,تن عضوِ,1
5241,ہے مغرور,1
5242,دکھلا اسد,1
5243,کے دکھلا,1
5244,اس کے,1
5245,آئینہ کو,1
5246,توڑا آئینہ,1
5247,کرے توڑا,1
5248,شمع کوئی,1
5251,بہ لیکن,1
5252,پا بہ,1
5253,در پا,1
5254,رفتہ در,1
5255,خارِ رفتہ,1
5256,جستجو خارِ,1
5257,مدعا جستجو,1
5258,گم مدعا,1
5259,کردہ گم,1
5260,ہر کردہ,1
5261,ہر سو,1
5263,جلتا طرف,1
5265,گاہِ تماشا,1
5266,سوزِ گاہِ,1
5267,ناز سوزِ,1
5268,ہر ناز,1
5269,عضوِ یک,1
5171,یارب رہا,1
5170,رہا آرزو,1
5169,آرزو ہزار,1
5075,افروزیِ آتش,1
5077,شعلۂ یک,1
5078,ایما شعلۂ,1
5079,تجھ ایما,1
5081,چشمک سے,1
5082,آرائیِ چشمک,1
5083,صد آرائیِ,1
5084,شہرِ صد,1
5085,چراغاں شہرِ,1
5086,مجھ چراغاں,1
5087,سرِ اے,1
5088,شوریدہ سرِ,1
5089,ذوقِ شوریدہ,1
5090,عشق ذوقِ,1
5091,پاسِ و,1
5092,آبرو پاسِ,1
5093,جوشِ آبرو,1
5094,سودا جوشِ,1
5095,کب سودا,1
5096,حریفِ کب,1
5097,منتِ حریفِ,1
5098,دستار منتِ,1
5099,ہے دستار,1
5102,تو ہمیں,1
5103,خواب تو,1
5104,مت بھی,1
5076,یک افروزیِ,1
5074,آتش ہے,1
5106,یہ دکھائیو,1
5073,راز نشینِ,1
5046,دعا دستِ,1
5047,مجھے دعا,1
5048,یک مجھے,1
5049,بار یک,1
5050,امتحانِ بار,1
5051,ہوس امتحانِ,1
5052,بھی ہوس,1
5053,ضرور بھی,1
5056,جوشِ اے,1
5057,عشق جوشِ,1
5058,بادۂ عشق,1
5059,مرد بادۂ,1
5060,آزما مرد,1
5061,مجھے آزما,1
5062,شوخیِ مجھے,1
5063,اظہار شوخیِ,1
5064,غیر اظہار,1
5065,وحشتِ از,1
5066,مجنوں وحشتِ,1
5067,نہیں مجنوں,1
5068,لیلیِ نہیں,1
5069,معنی لیلیِ,1
5070,اسد معنی,1
5071,محمل اسد,1
5072,نشینِ محمل,1
5105,دکھائیو مت,1
5107,محشرِ یہ,1
5168,ہزار وبالِ,1
5139,اکشادہ و,1
5141,گلشن و,1
5142,نظر گلشن,1
5143,فریب نظر,1
5144,لیکن فریب,1
5145,عبث لیکن,1
5146,کہ عبث,1
5147,شبنمِ کہ,1
5148,خرشید شبنمِ,1
5149,دیدہ خرشید,1
5150,ہوں دیدہ,1
5151,پیدا ہوں,1
5152,نہیں پیدا,1
5153,اصلِ ہے,1
5154,تگ اصلِ,1
5156,تازِ و,1
5157,جستجو تازِ,1
5158,مانندِ جستجو,1
5159,موجِ مانندِ,1
5160,آب موجِ,1
5161,زبانِ آب,1
5162,بریدہ زبانِ,1
5163,ہوں بریدہ,1
5164,سر ہوں,1
5166,مرے پر,1
5167,وبالِ مرے,1
5140,و اکشادہ,1
5138,و چشم,1
5109,کہ خیال,1
5137,چشم میں,1
5111,کہیں دنیا,1
5113,اسد جسے,1
5114,بہار اسد,1
5115,تماشائے بہار,1
5116,گلستانِ تماشائے,1
5117,حیات گلستانِ,1
5118,وصالِ حیات,1
5119,لالہ وصالِ,1
5120,عذارانِ لالہ,1
5121,سر عذارانِ,1
5122,قامت و,1
5123,ہے قامت,1
5124,ہوں ہے,1
5125,گرمیِ ہوں,1
5126,نشاطِ گرمیِ,1
5127,تصور نشاطِ,1
5128,سے تصور,1
5129,نغمہ سے,1
5130,سنج نغمہ,1
5131,میں سنج,1
5132,عندلیبِ میں,1
5133,گلشنِ عندلیبِ,1
5134,نا گلشنِ,1
5135,آفریدہ نا,1
5136,ہوں آفریدہ,1
5302,آگاہ خاطرِ,1
5304,خانمانِ ہے,1
5044,بلندیِ ملے,1
5476,رُو گر,1
5464,شانہ بیانِ,1
5465,کشِ شانہ,1
5466,گفتگو کشِ,1
5467,نہ گفتگو,1
5468,تمثالِ ہو,1
5469,ناز تمثالِ,1
5470,جلوۂ ناز,1
5471,تیرنگِ جلوۂ,1
5472,اعتبار تیرنگِ,1
5473,ہستی اعتبار,1
5474,عدم ہستی,1
5475,گر آئینہ,1
5477,بہ رُو,1
5305,جبریانِ خانمانِ,1
5478,رُو بہ,1
5479,نہ رُو,1
5480,شکوہ ہو,1
5481,و شکوہ,1
5482,شکر و,1
5483,کو شکر,1
5484,ثمر کو,1
5485,بیم ثمر,1
5486,و بیم,1
5487,امید و,1
5488,کا امید,1
5489,سمجھ کا,1
5463,بیانِ یارب,1
5462,یارب قرار,1
5461,بے اظہارِ,1
5460,اظہارِ و,1
5433,بہ کرے,1
5434,رہنِ بہ,1
5435,ضبط رہنِ,1
5436,ہے ضبط,1
5437,بندیِ آئینہ,1
5438,گوہر بندیِ,1
5439,وگرنہ گوہر,1
5440,بحر وگرنہ,1
5443,چشمِ قطرہ,1
5444,پرنم چشمِ,1
5445,ہے پرنم,1
5446,بہ اسد,1
5447,نازکیِ بہ,1
5448,طبعِ نازکیِ,1
5449,انصاف آرزو,1
5450,کہ انصاف,1
5451,وہمِ ایک,1
5452,ضعیف وہمِ,1
5453,و ضعیف,1
5454,غمِ و,1
5455,دوعالم غمِ,1
5456,ہے دوعالم,1
5457,زلفِ ہے,1
5458,خیالِ زلفِ,1
5459,نازک خیالِ,1
5490,خانۂ سمجھ,1
5491,آگہی خانۂ,1
5492,خراب آگہی,1
5526,فنا سمجھ,1
5528,نہیں سمجھ,1
5530,قیامت کو,1
5531,کا قیامت,1
5532,اعتقاد کا,1
5533,نہیں اعتقاد,1
5534,شبِ نہیں,1
5535,فراق شبِ,1
5536,سے فراق,1
5537,روز سے,1
5539,زیاد جزا,1
5540,نہیں زیاد,1
5541,کہے کوئی,1
5543,شبِ کہ,1
5545,میں مہ,1
5546,برائی کیا,1
5547,ہے برائی,1
5548,بلا ہے,1
5549,آج سے,1
5550,اگر آج,1
5551,دن اگر,1
5553,ابر کو,1
5554,و ابر,1
5555,باد و,1
5558,آؤں جو,1
5559,سامنے آؤں,1
5527,سمجھ فنا,1
5524,کچھ گفتگو,1
5493,دل خراب,1
5523,گفتگو سیاقِ,1
5495,بلا سمجھ,1
5496,سمجھ بلا,1
5497,گاہ سمجھ,1
5498,بہ گاہ,1
5499,خلد بہ,1
5500,امیدوار خلد,1
5501,گہہ امیدوار,1
5502,بہ گہہ,1
5503,جحیم بہ,1
5504,بیم جحیم,1
5505,ناک بیم,1
5506,گرچہ ناک,1
5507,خدا گرچہ,1
5510,کلفتِ ہے,1
5511,ماسوا کلفتِ,1
5512,سمجھ ماسوا,1
5513,ہے سمجھ,1
5514,خطِ ہے,1
5515,عجز خطِ,1
5516,مَاو عجز,1
5517,تُو مَاو,1
5518,اَوّلِ تُو,1
5519,درسِ اَوّلِ,1
5520,آرزو درسِ,1
5522,سیاقِ یہ,1
5432,کرے نوّابی,1
5431,نوّابی ناچیز,1
5430,ناچیز اک,1
5338,تصور ہائے,1
5340,حیرت نقشِ,1
5341,ہے حیرت,1
5342,پرِ ہے,1
5343,عنقا پرِ,1
5344,پہ عنقا,1
5345,رنگِ پہ,1
5346,رفتہ رنگِ,1
5347,سے رفتہ,1
5348,کھینچی سے,1
5349,ہیں کھینچی,1
5350,تصویریں ہیں,1
5351,ہجومِ تصویریں,1
5352,سادہ ہجومِ,1
5353,لوحی سادہ,1
5354,پنبۂ لوحی,1
5355,گوشِ پنبۂ,1
5356,حریفاں گوشِ,1
5357,ہے حریفاں,1
5359,خواب وگرنہ,1
5360,کی خواب,1
5361,مضمر کی,1
5362,ہیں مضمر,1
5363,افسانے ہیں,1
5364,میں افسانے,1
5365,تعبیریں میں,1
5339,نقشِ تصور,1
5336,سادگی خیال,1
5367,طرزِ اسد,1
5335,ہے تاثیر,1
5306,غافل جبریانِ,1
5307,از غافل,1
5308,معنی از,1
5309,خراب معنی,1
5310,جب خراب,1
5312,ہم ہوئے,1
5313,گنہ بے,1
5314,رحمت گنہ,1
5315,کی رحمت,1
5317,تفصیر کیا,1
5318,ہے تفصیر,1
5319,آب ہے,1
5320,ہو آب,1
5323,ننگِ ہیں,1
5324,ہمتِ ننگِ,1
5325,باطل ہمتِ,1
5326,سے باطل,1
5327,مرد سے,1
5328,اشک مرد,1
5329,پیدا اشک,1
5330,اسد کر,1
5331,گر اسد,1
5332,آہِ گر,1
5333,بے آہِ,1
5334,تاثیر بے,1
5366,اسد تعبیریں,1
5368,عروجِ طرزِ,1
5429,میں دلی,1
5399,سرور بزمِ,1
5401,لختِ لخت,1
5402,شیشۂ لختِ,1
5403,بشکستہ شیشۂ,1
5404,جز بشکستہ,1
5405,نشتر جز,1
5406,نہیں نشتر,1
5407,آرزوئے نہیں,1
5408,خانہ آرزوئے,1
5409,آبادی خانہ,1
5410,نے آبادی,1
5411,ویراں نے,1
5412,تر ویراں,1
5413,کیا تر,1
5414,کروں کیا,1
5415,گر کروں,1
5416,سایۂ گر,1
5417,دیوارِ سایۂ,1
5418,سیلابی دیوارِ,1
5419,کرے سیلابی,1
5420,بادشاہی کرے,1
5421,کا بادشاہی,1
5423,یہ جہاں,1
5424,ہو حال,1
5425,غالب ہو,1
5427,کیوں پھر,1
5400,لخت سرور,1
5398,بزمِ خوردنِ,1
5369,اضطرابِ عروجِ,1
5397,خوردنِ برہم,1
5370,دل اضطرابِ,1
5371,کہیے کیا,1
5372,سمجھتا کہیے,1
5374,تپش ہوں,1
5375,کو تپش,1
5376,الفتِ کو,1
5377,قاتل الفتِ,1
5378,کی قاتل,1
5379,تاثیریں کی,1
5380,ہے تاثیریں,1
5381,اہلِ باہر,1
5382,دل اہلِ,1
5383,قدر کی,1
5384,و قدر,1
5385,منزلت و,1
5386,عزلت منزلت,1
5387,آبادِ عزلت,1
5388,صدف آبادِ,1
5389,میں صدف,1
5390,قیمتِ میں,1
5391,گوہر قیمتِ,1
5393,باعثِ نہیں,1
5394,ایذا باعثِ,1
5395,ہے ایذا,1
5396,برہم ہے,1
5045,دستِ بلندیِ,1
5043,ملے یارب,1
4528,ہے رفتہ,1
4706,فتنہ نگاہِ,1
4694,عکس نگاہ,1
4695,فروش عکس,1
4696,و فروش,1
4697,آئینہ خیال,1
4698,ساز آئینہ,1
4699,ہنوز ساز,1
4700,اے ہنوز,1
4701,اثرِ اے,1
4702,دید اثرِ,1
4703,ننگِ دید,1
4704,رسوائی ننگِ,1
4705,نگاہِ رسوائی,1
4707,خرام فتنہ,1
4787,گل ہر,1
4708,و خرام,1
4709,درِ و,1
4710,دو درِ,1
4711,باز عالم,1
4712,ہجومِ باز,1
4713,فکر ہجومِ,1
4714,سے فکر,1
4715,مثلِ دل,1
4716,موج مثلِ,1
4717,لرزاں موج,1
4719,شیشہ کہ,1
4720,نازک شیشہ,1
4693,نگاہ دیکھ,1
4692,دیکھ تماشا,1
4690,کا ایجاد,1
4689,ایجاد صنعتِ,1
4663,لا نظارہ,1
4664,جس لا,1
4665,نگہ سے,1
4666,لب نگہ,1
4668,اشک ریزِ,1
4669,و اشک,1
4670,سینہ و,1
4671,معمورِ سینہ,1
4672,تمنا معمورِ,1
4673,ہو تمنا,1
4674,ستم ہو,1
4675,کشی ستم,1
4676,کا کشی,1
4677,دل کیا,1
4678,حوصلہ نے,1
4679,پیدا حوصلہ,1
4680,اب پیدا,1
4681,ربط سے,1
4682,کروں ربط,1
4683,جو کروں,1
4684,بہت جو,1
4685,ستمگر بہت,1
4686,ہو ستمگر,1
4687,فریبِ ہو,1
4688,صنعتِ فریبِ,1
4722,صہبا و,1
4723,ہے صہبا,1
4724,آبگینہ ہے,1
4756,تامل زانوئے,1
4758,جلو ہم,1
4759,گاہِ جلو,1
4760,گل گاہِ,1
4761,آئینہ گل,1
4762,بندِ آئینہ,1
4763,خلوت بندِ,1
4765,محفل و,1
4766,ہے محفل,1
4768,کون آئینہ,1
4769,آیا کون,1
4770,جو آیا,1
4771,چمن جو,1
4772,بے چمن,1
4773,تابِ بے,1
4774,استقبال تابِ,1
4775,ہے استقبال,1
4776,جنبشِ ہے,1
4777,موجِ جنبشِ,1
4778,صبا موجِ,1
4780,شوخیِ ہے,1
4781,رفتارِ شوخیِ,1
4782,باغ رفتارِ,1
4783,آتشِ باغ,1
4784,رنگ آتشِ,1
4785,رخِ رنگ,1
4757,و تامل,1
4755,زانوئے ہم,1
4725,گداز آبگینہ,1
4754,ہم بس,1
4726,کفر گداز,1
4727,ہے کفر,1
4729,وفورِ از,1
4730,شوق وفورِ,1
4731,رہبر شوق,1
4732,ڈھونڈھنا رہبر,1
4733,راہِ ڈھونڈھنا,1
4734,صحرائے راہِ,1
4735,حرم صحرائے,1
4736,میں حرم,1
4737,جرس ہے,1
4738,ناقوس جرس,1
4739,و ناقوس,1
4741,یک بس,1
4742,گل جہاں,1
4743,تختۂ گل,1
4744,مشقِ تختۂ,1
4745,شگفتن مشقِ,1
4746,ہے شگفتن,1
4748,غنچۂ اسد,1
4749,خاطر غنچۂ,1
4750,رہا خاطر,1
4751,افسردگی رہا,1
4752,مانوس افسردگی,1
4753,و مانوس,1
4662,نظارہ دعوت,1
4661,دعوت بہرِ,1
4660,بہرِ شمعِ,1
4559,رنگِ شعلۂ,1
4561,بلند حنا,1
4562,مدعی بلند,1
4563,میری مدعی,1
4564,صفائے میری,1
4565,دل صفائے,1
4567,خجل ہے,1
4568,ہے خجل,1
4570,زشت تماشا,1
4571,رویوں زشت,1
4572,کا رویوں,1
4573,عتاب کا,1
4574,آئینے عتاب,1
4576,دل پر,1
4577,توڑا کو,1
4578,جوشِ توڑا,1
4579,بے جوشِ,1
4580,تابی بے,1
4581,سے تابی,1
4583,کیا غالب,1
4584,رکھ کیا,1
4585,دیا رکھ,1
4586,پہلو دیا,1
4587,بہ پہلو,1
4588,وقت بہ,1
4589,اضطراب وقت,1
4560,حنا رنگِ,1
4558,شعلۂ ورنہ,1
4591,کس پر,1
4556,ہوتا نگاریاں,1
4530,بسانِ غالب,1
4531,دشتِ بسانِ,1
4532,دلِ دشتِ,1
4533,پُر دلِ,1
4534,غبار پُر,1
4535,رکھتے غبار,1
4537,پست تو,1
4538,فطرت پست,1
4539,اور فطرت,1
4540,خیالِ اور,1
4541,بسا خیالِ,1
4542,بلند بسا,1
4543,اے بلند,1
4544,طفلِ اے,1
4545,خود طفلِ,1
4546,معاملہ خود,1
4547,قد معاملہ,1
4548,سے قد,1
4549,عصا سے,1
4550,بلند عصا,1
4551,موقوف بلند,1
4552,کیجئے موقوف,1
4553,یہ کیجئے,1
4554,تکلف یہ,1
4555,نگاریاں تکلف,1
4590,آئینے اضطراب,1
4594,یا دوں,1
4659,شمعِ جوں,1
4625,اے گی,1
4628,ساماں دشت,1
4629,ہے ساماں,1
4631,خاطرِ غبارِ,1
4632,آزردگاں خاطرِ,1
4633,فلکِ آزردگاں,1
4634,سفلہ فلکِ,1
